date, tBidSz, tBid, tAsk, tAskSz, fvTurn, trdPrc, trdSz, onBidSz, onAskSz, time, anchor(4), event, turnMove, fvSpot, spotMove, delta, upDelta, sumUpDelta(10), avgUp(10), up(10)from, sumUpDelta(20), avgUp(20), up(20)from, dnDelta, sumDnDelta(10), avgDn(10), dn(10)from, sumDnDelta(20), avgDn(20), dn(20)from, upCnt, totSumUp, totAvgUp, totUpFrom, dnCnt, totSumDn, totAvgDn, totDnFrom, 
20140815, 514, 195125, 195150, 138, 195145,  ,  , 210857, 196987, 10:51:1.0, 195150, dn, -1, 14.8025, 1.02878, 1.02878,  , 5.83694, 0.583694, 9:28:6.0, 5.83694, 0, 0:0:0.0, 1.02878, 7.91288, 0.791288, 10:42:26.0, 10.9855, 0, 0:0:0.0, 10, 5.83694, 0.583694, 9:28:6.0, 16, 10.9855, 0.686596, 9:40:0.0, 
20140815, 667, 195250, 195275, 297, 195267,  ,  , 212506, 201212, 10:51:28.0, 195250, up, 1, 14.7696, -0.656857, 0.656857, 0.656857, 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0,  , 7.91288, 0.791288, 10:42:26.0, 10.9855, 0, 0:0:0.0, 11, 6.4938, 0.590345, 9:28:6.0, 16, 10.9855, 0.686596, 9:40:0.0, 
20140815, 445, 195125, 195150, 5, 195150,  ,  , 217521, 202912, 10:51:56.0, 195150, dn, -1, 14.8036, 0.680121, 0.680121,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 0.680121, 8.50264, 0.850264, 10:42:54.0, 11.6657, 0, 0:0:0.0, 11, 6.4938, 0.590345, 9:28:6.0, 17, 11.6657, 0.686215, 9:40:0.0, 
20140815, 540, 195025, 195050, 557, 195037,  ,  , 226460, 211975, 10:53:2.0, 195050, dn, -1, 14.8074, 0.0755469, 0.0755469,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 0.0755469, 7.62538, 0.762538, 10:44:14.0, 11.7412, 0, 0:0:0.0, 11, 6.4938, 0.590345, 9:28:6.0, 18, 11.7412, 0.652289, 9:40:0.0, 
20140815, 583, 194925, 194950, 599, 194937,  ,  , 234719, 213473, 10:53:28.0, 194950, dn, -1, 14.8887, 1.62598, 1.62598,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 1.62598, 8.96133, 0.896133, 10:44:38.0, 13.3672, 0, 0:0:0.0, 11, 6.4938, 0.590345, 9:28:6.0, 19, 13.3672, 0.703536, 9:40:0.0, 
20140815, 781, 194825, 194850, 93, 194847,  ,  , 237551, 214194, 10:53:32.0, 194850, dn, -1, 14.9028, 0.282801, 0.282801,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 0.282801, 8.89451, 0.889451, 10:45:6.0, 13.65, 0.682499, 9:40:0.0, 11, 6.4938, 0.590345, 9:28:6.0, 20, 13.65, 0.682499, 9:40:0.0, 
20140815, 616, 194725, 194750, 98, 194747,  ,  , 246661, 228696, 10:54:37.0, 194750, dn, -1, 14.9587, 1.11676, 1.11676,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 1.11676, 8.78673, 0.878673, 10:46:32.0, 14.0826, 0.704132, 9:43:51.0, 11, 6.4938, 0.590345, 9:28:6.0, 21, 14.7667, 0.703178, 9:40:0.0, 
20140815, 487, 194625, 194650, 366, 194639,  ,  , 252461, 234857, 10:55:14.0, 194650, dn, -1, 15.0465, 1.75586, 1.75586,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 1.75586, 9.55786, 0.955786, 10:46:40.0, 15.3264, 0.76632, 10:15:9.0, 11, 6.4938, 0.590345, 9:28:6.0, 22, 16.5226, 0.751028, 9:40:0.0, 
20140815, 376, 194500, 194525, 1078, 194506,  ,  , 256284, 235884, 10:55:24.0, 194525, dn, -1.25, 15.0726, 0.521688, 0.41735,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 0.41735, 9.66913, 0.966913, 10:47:21.0, 15.21, 0.760498, 10:40:15.0, 11, 6.4938, 0.590345, 9:28:6.0, 23, 16.94, 0.73652, 9:40:0.0, 
20140815, 367, 194400, 194425, 131, 194418,  ,  , 259497, 236605, 10:55:28.0, 194425, dn, -1, 15.1126, 0.80003, 0.80003,  , 6.4972, 0.64972, 9:49:22.0, 6.4938, 0, 0:0:0.0, 0.80003, 8.88494, 0.888494, 10:49:44.0, 15.7548, 0.787742, 10:40:44.0, 11, 6.4938, 0.590345, 9:28:6.0, 24, 17.74, 0.739166, 9:40:0.0, 
